ISBN-10,Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,Published Date,Publisher,No. of Pages,Product URL
9.78075E+12,From The Dead,Mark Billingham,ePUB,$11.99,$11.99,19-08-2010,"Little, Brown Book Group",352,https://www.booktopia.com.au/from-the-dead-mark-billingham/ebook/9780748116393.html
9.78141E+12,Ancillary Justice,Ann Leckie,ePUB,$12.99,$12.99,01-10-2013,"Little, Brown Book Group",432,https://www.booktopia.com.au/ancillary-justice-ann-leckie/ebook/9781405525848.html
9.78024E+12,Transcendence,Gaia Vince,ePUB,$16.99,$16.99,07-11-2019,Penguin Books Ltd,320,https://www.booktopia.com.au/transcendence-gaia-vince/ebook/9780241281130.html
9.78141E+12,Waylander,David Gemmell,ePUB,$11.99,$11.99,01-12-2011,"Little, Brown Book Group",384,https://www.booktopia.com.au/waylander-david-gemmell/ebook/9781405512008.html
9.78014E+12,Marx and Marxism,Gregory Claeys,ePUB,$14.99,$14.99,05-04-2018,Penguin Books Ltd,256,https://www.booktopia.com.au/marx-and-marxism-gregory-claeys/ebook/9780141983493.html
9.78014E+12,Black Diamonds,Catherine Bailey,ePUB,$15.99,$15.99,06-03-2008,Penguin Books Ltd,544,https://www.booktopia.com.au/black-diamonds-catherine-bailey/ebook/9780141906003.html
9.78024E+12,Frostheart,Jamie Littler,ePUB,$9.99,$9.99,03-10-2019,Penguin Random House Children's UK,209,https://www.booktopia.com.au/frostheart-jamie-littler/ebook/9780241355244.html
9.78055E+12,Animal Farm,George Orwell,ePUB,$4.79,$4.79,01-07-2009,HarperCollins,,https://www.booktopia.com.au/animal-farm-george-orwell/ebook/9780547370224.html
9.78086E+12,Better Than Easy,Nick Alexander,ePUB,$5.99,$5.99,01-08-2011,Corvus,300,https://www.booktopia.com.au/better-than-easy-nick-alexander/ebook/9780857896384.html
9.78193E+12,Book Not Found,,,,,,,,
9.78009E+12,Who Moved My Cheese? ,Spencer Johnson,Paperback,$19.99,$18.25,01-04-1999,RANDOM HOUSE UK,96,https://www.booktopia.com.au/who-moved-my-cheese--spencer-johnson/book/9780091816971.html
9.78023E+12,Book Not Found,,,,,,,,
9.78141E+12,Brave New World,Aldous Huxley,ePUB,$15.99,$15.99,26-12-2008,Random House,272,https://www.booktopia.com.au/brave-new-world-aldous-huxley/ebook/9781407021010.html
9.78024E+12,The Aftermath,Rhidian Brook,ePUB,$15.99,$15.99,02-05-2013,Penguin Books Ltd,336,https://www.booktopia.com.au/the-aftermath-rhidian-brook/ebook/9780241957493.html
9.78014E+12,Over Hill and Dale,Gervase Phinn,ePUB,$15.99,$15.99,29-03-2001,Penguin Books Ltd,352,https://www.booktopia.com.au/over-hill-and-dale-gervase-phinn/ebook/9780141956831.html
9.78076E+12,The One You Really Want,Jill Mansell,ePUB,$11.99,$11.99,10-02-2008,Headline,300,https://www.booktopia.com.au/the-one-you-really-want-jill-mansell/ebook/9780755351985.html
9.78014E+12,A Friend of the Family,Lisa Jewell,ePUB,$15.99,$15.99,04-08-2005,Penguin Books Ltd,432,https://www.booktopia.com.au/a-friend-of-the-family-lisa-jewell/ebook/9780141916231.html
9.78074E+12,State of the Union,Brad Thor,ePUB,$9.99,$9.99,27-01-2004,Atria Books,352,https://www.booktopia.com.au/state-of-the-union-brad-thor/ebook/9780743492621.html
9.78076E+12,The 6th Target,James Patterson; Maxine Paetro,ePUB,$12.99,$12.99,28-04-2011,Headline,338,https://www.booktopia.com.au/the-6th-target-james-patterson/ebook/9780755387298.html
9.78075E+12,Skin Game,Jim Butcher,ePUB,$12.99,$12.99,27-05-2014,"Little, Brown Book Group",464,https://www.booktopia.com.au/skin-game-jim-butcher/ebook/9780748130825.html
9.78147E+12,The Warehouse,Rob Hart,ePUB,$15.99,$15.99,13-08-2019,Transworld,368,https://www.booktopia.com.au/the-warehouse-rob-hart/ebook/9781473563742.html
9.78024E+12,The Missing Sister,Dinah Jefferies,ePUB,$15.99,$15.99,28-02-2019,Penguin Books Ltd,400,https://www.booktopia.com.au/the-missing-sister-dinah-jefferies/ebook/9780241985441.html
9.78024E+12,Be More Pirate,Sam Conniff Allende,ePUB,$15.99,$15.99,03-05-2018,Penguin Books Ltd,320,https://www.booktopia.com.au/be-more-pirate-sam-conniff-allende/ebook/9780241981115.html
9.78079E+12,Why Does E=mc2?,Brian Cox; Jeff Forshaw,ePUB,$13.99,$13.99,14-07-2009,Hachette Books,264,https://www.booktopia.com.au/why-does-e-mc2--brian-cox/ebook/9780786752164.html
9.78079E+12,Spider-Man,Dan Slott; Stefano Caselli; Humberto Ramos,ePUB,$21.99,$17.99,03-09-2014,Marvel Entertainment,,https://www.booktopia.com.au/spider-man-dan-slott/ebook/9780785182979.html
9.78058E+12,Flowers For Algernon,Daniel Keyes,ePUB,$9.99,$9.99,15-11-2012,Orion,224,https://www.booktopia.com.au/flowers-for-algernon-daniel-keyes/ebook/9780575088498.html
9.78053E+12,Book Not Found,,,,,,,,
9.78014E+12,Mrs Frisby and the Rats of NIMH,Robert C. O'Brien,ePUB,$9.99,$9.99,06-01-2011,Penguin Random House Children's UK,256,https://www.booktopia.com.au/mrs-frisby-and-the-rats-of-nimh-robert-c-o-brien/ebook/9780141968582.html
9.78024E+12,First You Write a Sentence.,Joe Moran,ePUB,$15.99,$15.99,27-09-2018,Penguin Books Ltd,256,https://www.booktopia.com.au/first-you-write-a-sentence--joe-moran/ebook/9780241978504.html
9.78031E+12,Genghis Khan and the Making of the Modern World,Jack Weatherford,ePUB,$25.7,$20.99,22-03-2005,Crown,,https://www.booktopia.com.au/genghis-khan-and-the-making-of-the-modern-world-jack-weatherford/ebook/9780307237811.html
9.78076E+12,The Secret Life of Bees,Sue Monk Kidd,ePUB,$12.99,$12.99,03-02-2011,Headline,225,https://www.booktopia.com.au/the-secret-life-of-bees-sue-monk-kidd/ebook/9780755385171.html
9.78014E+12,The Red Pyramid (The Kane Chronicles Book 1),Rick Riordan,ePUB,$12.99,$12.99,04-05-2010,Penguin Random House Children's UK,544,https://www.booktopia.com.au/the-red-pyramid-the-kane-chronicles-book-1--rick-riordan/ebook/9780141331584.html
9.78032E+12,Book Not Found,,,,,,,,
9.78045E+12,Battlefield of the Mind,Joyce Meyer,ePUB,$8.99,$8.99,25-03-2008,FaithWords,,https://www.booktopia.com.au/battlefield-of-the-mind-joyce-meyer/ebook/9780446540421.html
9.78141E+12,Book Not Found,,,,,,,,
9.78141E+12,Mythos,Stephen Fry,ePUB,$15.99,$15.99,02-11-2017,Penguin Books Ltd,400,https://www.booktopia.com.au/mythos-stephen-fry/ebook/9781405934169.html
9.78024E+12,Captivate,Vanessa Van Edwards,ePUB,$15.99,$15.99,04-05-2017,Penguin Books Ltd,256,https://www.booktopia.com.au/captivate-vanessa-van-edwards/ebook/9780241981412.html
9.78023E+12,Book Not Found,,,,,,,,
9.78035E+12,Book Not Found,,,,,,,,
9.78014E+12,Crime and Punishment,Fyodor Dostoyevsky; Fuel; David McDuff,ePUB,$10.99,$10.99,30-01-2003,Penguin Books Ltd,720,https://www.booktopia.com.au/crime-and-punishment-fyodor-dostoyevsky/ebook/9780141908359.html
9.78075E+12,The Girl Who Fell From The Sky,Simon Mawer,ePUB,$11.99,$11.99,03-05-2012,"Little, Brown Book Group",320,https://www.booktopia.com.au/the-girl-who-fell-from-the-sky-simon-mawer/ebook/9780748128808.html
9.78076E+12,4th of July,James Patterson; Maxine Paetro,Paperback,$22.99,$20.4,01-09-2009,Headline,448,https://www.booktopia.com.au/4th-of-july-james-patterson/book/9780755349296.html
9.78024E+12,Before the Rains,Dinah Jefferies,ePUB,$15.99,$15.99,23-02-2017,Penguin Books Ltd,400,https://www.booktopia.com.au/before-the-rains-dinah-jefferies/ebook/9780241978825.html
9.78014E+12,Brideshead Revisited,Evelyn Waugh,ePUB,$15.99,$15.99,26-07-2012,Penguin Books Ltd,336,https://www.booktopia.com.au/brideshead-revisited-evelyn-waugh/ebook/9780141903187.html
9.78032E+12,American Spring,Walter R. Borneman,ePUB,$17.99,$17.99,06-05-2014,"Little, Brown and Company",480,https://www.booktopia.com.au/american-spring-walter-r-borneman/ebook/9780316221016.html
9.78032E+12,The Raven Tower,Ann Leckie,Hardcover,$62.9,$62.9,26-02-2019,ORBIT                         ,432,https://www.booktopia.com.au/the-raven-tower-ann-leckie/book/9780316388696.html
9.78087E+12,The New Annotated Frankenstein (The Annotated Books),Mary Shelley; Leslie S. Klinger; Guillermo del Toro; Anne K. Mellor,ePUB,$54.95,$43.99,08-08-2017,Liveright,416,https://www.booktopia.com.au/the-new-annotated-frankenstein-the-annotated-books--mary-shelley/ebook/9780871409508.html
9.78076E+12,London Bridges,James Patterson,Paperback,$22.99,$20.4,01-08-2010,Headline,448,https://www.booktopia.com.au/london-bridges-james-patterson/book/9780755349388.html
9.78099E+12,Book Not Found,,,,,,,,
9.7814E+12,Book Not Found,,,,,,,,
9.78014E+12,Book Not Found,,,,,,,,
9.78128E+12,Book Not Found,,,,,,,,
9.78031E+12,Book Not Found,,,,,,,,
9.78075E+12,Buried,Mark Billingham,ePUB,$12.99,$12.99,04-09-2008,"Little, Brown Book Group",528,https://www.booktopia.com.au/buried-mark-billingham/ebook/9780748109296.html
9.78031E+12,Book Not Found,,,,,,,,
9.78141E+12,The Falcon of Sparta,Conn Iggulden,ePUB,$15.99,$15.99,03-05-2018,Penguin Books Ltd,480,https://www.booktopia.com.au/the-falcon-of-sparta-conn-iggulden/ebook/9781405921527.html
9.78076E+12,The Life,Martina Cole,ePUB,$11.99,$11.99,13-09-2012,Headline,512,https://www.booktopia.com.au/the-life-martina-cole/ebook/9780755375608.html
9.78076E+12,The Last of Days,Paul Doherty,ePUB,$11.99,$11.99,06-06-2013,Headline,219,https://www.booktopia.com.au/the-last-of-days-paul-doherty/ebook/9780755397860.html
9.78024E+12,Turtles All the Way Down,John Green,ePUB,$9.99,$9.99,10-10-2017,Penguin Random House Children's UK,336,https://www.booktopia.com.au/turtles-all-the-way-down-john-green/ebook/9780241335444.html
9.78125E+12,Edgedancer,Brandon Sanderson,Hardcover,$21.25,$21.25,17-10-2017,St Martin's Press,272,https://www.booktopia.com.au/edgedancer-brandon-sanderson/book/9781250166548.html
9.78075E+12,The Winter Crown,Elizabeth Chadwick,ePUB,$19.99,$19.99,11-09-2014,"Little, Brown Book Group",496,https://www.booktopia.com.au/the-winter-crown-elizabeth-chadwick/ebook/9780748133918.html
9.78141E+12,Out of the Dark,Gregg Hurwitz,ePUB,$15.99,$15.99,07-02-2019,Penguin Books Ltd,400,https://www.booktopia.com.au/out-of-the-dark-gregg-hurwitz/ebook/9781405928557.html
9.7813E+12,Guardians Of The Galaxy Vol. 1,Brian Michael Bendis; Various,ePUB,$16.12,$12.99,06-03-2019,Marvel Entertainment,,https://www.booktopia.com.au/guardians-of-the-galaxy-vol-1-brian-michael-bendis/ebook/9781302013677.html
9.78054E+12,Book Not Found,,,,,,,,
9.78141E+12,Working with Emotional Intelligence,Daniel Goleman,ePUB,$19.99,$17.99,20-07-2009,Bloomsbury Publishing,394,https://www.booktopia.com.au/working-with-emotional-intelligence-daniel-goleman/ebook/9781408806197.html
9.78075E+12,Steve Jobs,Walter Isaacson,ePUB,$13.99,$13.99,24-10-2011,"Little, Brown Book Group",448,https://www.booktopia.com.au/steve-jobs-walter-isaacson/ebook/9780748131327.html
9.78014E+12,Artemis Fowl,Eoin Colfer,ePUB,$9.99,$9.99,03-06-2010,Penguin Random House Children's UK,320,https://www.booktopia.com.au/artemis-fowl-eoin-colfer/ebook/9780141966649.html
9.78014E+12,A Month in the Country,Penelope Fitzgerald; J L Carr,ePUB,$15.99,$15.99,01-12-2011,Penguin Books Ltd,112,https://www.booktopia.com.au/a-month-in-the-country-penelope-fitzgerald/ebook/9780141905822.html
9.78036E+12,Marked,Benedict Jacka,ePUB,$11.99,$11.99,03-07-2018,"Little, Brown Book Group",384,https://www.booktopia.com.au/marked-benedict-jacka/ebook/9780356507224.html
9.78054E+12,Cattle Kingdom,Christopher Knowlton,ePUB,$37.39,$29.99,27-02-2024,HarperCollins,464,https://www.booktopia.com.au/cattle-kingdom-christopher-knowlton/ebook/9780544369979.html
9.78141E+12,The Confession,John Grisham,ePUB,$15.99,$15.99,09-11-2010,Random House,464,https://www.booktopia.com.au/the-confession-john-grisham/ebook/9781409021551.html
9.78023E+12,Book Not Found,,,,,,,,
9.78001E+12,A Christmas Carol,Charles Dickens,Paperback,$8.25,$8.25,01-04-2010,HarperCollins Publishers,144,https://www.booktopia.com.au/a-christmas-carol-charles-dickens/book/9780007350865.html
9.78099E+12,Book Not Found,,,,,,,,
9.78024E+12,Maigret and the Wine Merchant,Georges Simenon; Ros Schwartz,ePUB,$15.99,$15.99,05-09-2019,Penguin Books Ltd,160,https://www.booktopia.com.au/maigret-and-the-wine-merchant-georges-simenon/ebook/9780241304297.html
9.78075E+12,Zero to One,Peter Thiel; Blake Masters,Paperback,$24.99,$21.75,04-06-2015,RANDOM HOUSE UK,224,https://www.booktopia.com.au/zero-to-one-peter-thiel/book/9780753555200.html
9.78141E+12,Christmas at Rosie Hopkins' Sweetshop,Jenny Colgan,ePUB,$12.99,$12.99,07-11-2013,"Little, Brown Book Group",432,https://www.booktopia.com.au/christmas-at-rosie-hopkins-sweetshop-jenny-colgan/ebook/9781405525671.html
9.78141E+12,The Salt Path,Raynor Winn,ePUB,$14.99,$14.99,22-03-2018,Penguin Books Ltd,320,https://www.booktopia.com.au/the-salt-path-raynor-winn/ebook/9781405937528.html
9.78014E+12,The Moon's a Balloon,David Niven,ePUB,$15.99,$15.99,28-04-2005,Penguin Books Ltd,336,https://www.booktopia.com.au/the-moon-s-a-balloon-david-niven/ebook/9780141937342.html
9.7803E+12,"Where'd You Go, Bernadette",Maria Semple,ePUB,$11.99,$11.99,07-06-2012,Orion,304,https://www.booktopia.com.au/where-d-you-go-bernadette-maria-semple/ebook/9780297867319.html
9.7811E+12,The Diet Cure,Julia Ross,ePUB,$22.29,$17.99,02-05-2012,Penguin Publishing Group,,https://www.booktopia.com.au/the-diet-cure-julia-ross/ebook/9781101604045.html
9.78075E+12,Glory in Death,J.D. Robb,Paperback,$22.99,$20.35,01-01-2011,Little Brown,416,https://www.booktopia.com.au/glory-in-death-j-d-robb/book/9780749954215.html
9.78141E+12,Anything You Do Say,Gillian McAllister,ePUB,$15.99,$15.99,19-10-2017,Penguin Books Ltd,400,https://www.booktopia.com.au/anything-you-do-say-gillian-mcallister/ebook/9781405928281.html
9.7811E+12,Book Not Found,,,,,,,,
9.78075E+12,The Year Of The Flood,Margaret Atwood,ePUB,$12.99,$12.99,27-07-2010,"Little, Brown Book Group",432,https://www.booktopia.com.au/the-year-of-the-flood-margaret-atwood/ebook/9780748113378.html
9.78014E+12,The Secret Pilgrim,John le Carr?,ePUB,$15.99,$15.99,26-05-2011,Penguin Books Ltd,416,https://www.booktopia.com.au/the-secret-pilgrim-john-le-carr-/ebook/9780141967448.html
9.78014E+12,Queen Camilla,Sue Townsend,ePUB,$15.99,$15.99,06-09-2007,Penguin Books Ltd,464,https://www.booktopia.com.au/queen-camilla-sue-townsend/ebook/9780141900834.html
9.78031E+12,Big Frank's Fire Truck,Leslie McGuire; Joe Mathieu,ePUB,$8.79,$7.99,27-08-2014,Random House Children's Books,,https://www.booktopia.com.au/big-frank-s-fire-truck-leslie-mcguire/ebook/9780307982773.html
9.78031E+12,Book Not Found,,,,,,,,
9.78141E+12,Secrets Of The Baby Whisperer,Tracy Hogg; Melinda Blau,ePUB,$19.99,$19.99,01-12-2009,Ebury Publishing,304,https://www.booktopia.com.au/secrets-of-the-baby-whisperer-tracy-hogg/ebook/9781407024776.html
9.78075E+12,Dark Lover,J. R. Ward,ePUB,$11.99,$11.99,03-02-2011,"Little, Brown Book Group",480,https://www.booktopia.com.au/dark-lover-j-r-ward/ebook/9780748129089.html
9.78079E+12,X-Men,Chris Claremont; Jim Lee,ePUB,$19.06,$15.99,05-11-2014,Marvel Entertainment,,https://www.booktopia.com.au/x-men-chris-claremont/ebook/9780785178262.html
9.78014E+12,The Big Sleep,Raymond Chandler; Ian Rankin,ePUB,$15.99,$15.99,07-07-2005,Penguin Books Ltd,224,https://www.booktopia.com.au/the-big-sleep-raymond-chandler/ebook/9780141911113.html
9.78072E+12,Darien,C. F. Iggulden,ePUB,$15.99,$15.99,13-07-2017,Penguin Books Ltd,352,https://www.booktopia.com.au/darien-c-f-iggulden/ebook/9780718186494.html
9.78014E+12,The Help,Kathryn Stockett,ePUB,$15.99,$15.99,23-07-2009,Penguin Books Ltd,464,https://www.booktopia.com.au/the-help-kathryn-stockett/ebook/9780141930015.html
9.78076E+12,Violets are Blue,James Patterson,ePUB,$12.99,$12.99,23-06-2011,Headline,335,https://www.booktopia.com.au/violets-are-blue-james-patterson/ebook/9780755387359.html
9.78074E+12,Star Trek,Vonda N. McIntyre,ePUB,$23.99,$23.99,26-10-2004,Pocket Books/Star Trek,464,https://www.booktopia.com.au/star-trek-vonda-n-mcintyre/ebook/9780743499965.html
9.78036E+12,The Last Astronaut,David Wellington,ePUB,$12.99,$12.99,23-07-2019,"Little, Brown Book Group",384,https://www.booktopia.com.au/the-last-astronaut-david-wellington/ebook/9780356512280.html
9.78131E+12,Book Not Found,,,,,,,,
9.78086E+12,Missing Me,Sophie McKenzie,ePUB,$10.99,$10.99,13-09-2012,Simon & Schuster UK,304,https://www.booktopia.com.au/missing-me-sophie-mckenzie/ebook/9780857077295.html
9.78014E+12,East of Eden,David Wyatt; John Steinbeck,ePUB,$15.99,$15.99,07-09-2000,Penguin Books Ltd,640,https://www.booktopia.com.au/east-of-eden-david-wyatt/ebook/9780141923505.html
9.78024E+12,Emotional Agility,Susan David,ePUB,$15.99,$15.99,07-04-2016,Penguin Books Ltd,272,https://www.booktopia.com.au/emotional-agility-susan-david/ebook/9780241976579.html
9.78125E+12,Exit Strategy,Martha Wells,ePUB,$20.53,$16.99,02-10-2018,Tor Publishing Group,,https://www.booktopia.com.au/exit-strategy-martha-wells/ebook/9781250185464.html
9.78131E+12,Book Not Found,,,,,,,,
9.78076E+12,The Island,Victoria Hislop,ePUB,$11.99,$11.99,10-02-2008,Headline,300,https://www.booktopia.com.au/the-island-victoria-hislop/ebook/9780755352449.html
9.78039E+12,Naked Statistics,Charles Wheelan,Paperback,$29.95,$22.25,13-01-2014,W W Norton & Company,304,https://www.booktopia.com.au/naked-statistics-charles-wheelan/book/9780393347777.html
9.78014E+12,Book Not Found,,,,,,,,
9.78023E+12,Book Not Found,,,,,,,,
9.7804E+12,Book Not Found,,,,,,,,
9.78076E+12,An Offer You Can't Refuse,Jill Mansell,ePUB,$12.99,$12.99,10-02-2008,Headline,300,https://www.booktopia.com.au/an-offer-you-can-t-refuse-jill-mansell/ebook/9780755352012.html
9.78031E+12,Book Not Found,,,,,,,,
9.78137E+12,Mist's Edge,T.A. White,ePUB,$5.48,$5.48,28-11-2017,T.A. White,,https://www.booktopia.com.au/mist-s-edge-t-a-white/ebook/9781370483051.html
9.78075E+12,The 7 Second CV,James Reed,ePUB,$18.99,$18.99,03-01-2019,Ebury Publishing,208,https://www.booktopia.com.au/the-7-second-cv-james-reed/ebook/9780753553084.html
9.78014E+12,Book Not Found,,,,,,,,
9.7803E+12,Sharp Objects,Gillian Flynn,ePUB,$11.99,$11.99,03-09-2009,Orion,336,https://www.booktopia.com.au/sharp-objects-gillian-flynn/ebook/9780297860242.html
9.78131E+12,Book Not Found,,,,,,,,
9.7803E+12,The Hairy Bikers' Big Book of Baking,Hairy Bikers,ePUB,$19.99,$19.99,01-03-2012,Orion,224,https://www.booktopia.com.au/the-hairy-bikers-big-book-of-baking-hairy-bikers/ebook/9780297868385.html
9.78137E+12,Book Not Found,,,,,,,,
9.7803E+12,Dark Places,Gillian Flynn,ePUB,$12.99,$11.99,14-05-2009,Orion,368,https://www.booktopia.com.au/dark-places-gillian-flynn/ebook/9780297855873.html
9.78086E+12,The Outcast Dead,Elly Griffiths,ePUB,$11.99,$11.99,30-01-2014,Quercus,400,https://www.booktopia.com.au/the-outcast-dead-elly-griffiths/ebook/9780857388926.html
9.78111E+12,Book Not Found,,,,,,,,
9.78141E+12,Book Not Found,,,,,,,,
9.78141E+12,"Once, Twice, Three Times an Aisling",Emer McLysaght; Sarah Breen,ePUB,$15.99,$15.99,19-09-2019,Penguin Books Ltd,416,https://www.booktopia.com.au/once-twice-three-times-an-aisling-emer-mclysaght/ebook/9781405938259.html
9.78014E+12,Revenge of the Middle-Aged Woman,Elizabeth Buchan,ePUB,$15.99,$15.99,02-08-2007,Penguin Books Ltd,384,https://www.booktopia.com.au/revenge-of-the-middle-aged-woman-elizabeth-buchan/ebook/9780141924434.html
9.78014E+12,This Charming Man,Marian Keyes,ePUB,$15.99,$15.99,30-04-2008,Penguin Books Ltd,912,https://www.booktopia.com.au/this-charming-man-marian-keyes/ebook/9780141909776.html
9.78014E+12,As I Walked Out One Midsummer Morning,Laurie Lee,ePUB,$14.99,$14.99,26-06-2014,Penguin Books Ltd,224,https://www.booktopia.com.au/as-i-walked-out-one-midsummer-morning-laurie-lee/ebook/9780141397030.html
9.78023E+12,Book Not Found,,,,,,,,
9.78024E+12,Kingdom of Fear,Hunter S Thompson,ePUB,$15.99,$15.99,24-11-2011,Penguin Books Ltd,384,https://www.booktopia.com.au/kingdom-of-fear-hunter-s-thompson/ebook/9780241958735.html
9.78076E+12,The Other Daughter,Lisa Gardner,Paperback,$24.99,$21.75,13-11-2012,Headline,416,https://www.booktopia.com.au/the-other-daughter-lisa-gardner/book/9780755396511.html
9.78014E+12,Letters from a Stoic,Seneca; Robin Campbell; Robin Campbell; Robin Campbell,ePUB,$10.99,$10.99,26-08-2004,Penguin Books Ltd,256,https://www.booktopia.com.au/letters-from-a-stoic-seneca/ebook/9780141914527.html
9.78075E+12,The Way Of Shadows,Brent Weeks,ePUB,$11.99,$11.99,11-06-2009,"Little, Brown Book Group",688,https://www.booktopia.com.au/the-way-of-shadows-brent-weeks/ebook/9780748112586.html
